Region label,Unit of measure_x,Commodity,Year,Value,Unit of measure_y,Hectares
Victoria,tonnes,Maize,1924,37200,hectares,11800
Queensland,tonnes,Maize,1924,186200,hectares,92700
South Australia,tonnes,Maize,1924,0,hectares,0
Western Australia,tonnes,Maize,1924,0,hectares,0
Tasmania,tonnes,Maize,1924,0,hectares,0
Northern Territory,tonnes,Maize,1924,0,hectares,0
Australian Capital Territory,tonnes,Maize,1924,0,hectares,0
New South Wales,tonnes,Oats,1924,28500,hectares,35200
Victoria,tonnes,Oats,1924,169900,hectares,210700
Queensland,tonnes,Oats,1924,0,hectares,100
South Australia,tonnes,Oats,1924,39100,hectares,71300
Western Australia,tonnes,Oats,1924,51500,hectares,97800
Tasmania,tonnes,Oats,1924,24700,hectares,20800
Northern Territory,tonnes,Oats,1924,0,hectares,0
Australian Capital Territory,tonnes,Oats,1924,0,hectares,0
New South Wales,tonnes,Wheat,1924,902900,hectares,1191900
Victoria,tonnes,Wheat,1924,1028600,hectares,993100
Queensland,tonnes,Wheat,1924,6600,hectares,20700
South Australia,tonnes,Wheat,1924,939800,hectares,978700
Western Australia,tonnes,Wheat,1924,514600,hectares,670500
Tasmania,tonnes,Wheat,1924,8300,hectares,5900
Northern Territory,tonnes,Wheat,1924,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1924,0,hectares,0
New South Wales,tonnes,Potatoes,1924,62100,hectares,8900
Victoria,tonnes,Potatoes,1924,242300,hectares,24000
Queensland,tonnes,Potatoes,1924,9000,hectares,2500
South Australia,tonnes,Potatoes,1924,21700,hectares,2100
Western Australia,tonnes,Potatoes,1924,18100,hectares,1900
Tasmania,tonnes,Potatoes,1924,101500,hectares,15000
Northern Territory,tonnes,Potatoes,1924,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1924,0,hectares,0
New South Wales,tonnes,Barley,1925,2700,hectares,2700
Victoria,tonnes,Barley,1925,32800,hectares,25800
Queensland,tonnes,Barley,1925,3900,hectares,3600
South Australia,tonnes,Barley,1925,70500,hectares,67400
Western Australia,tonnes,Barley,1925,4000,hectares,4700
Tasmania,tonnes,Barley,1925,1200,hectares,1200
Northern Territory,tonnes,Barley,1925,0,hectares,0
Australian Capital Territory,tonnes,Barley,1925,0,hectares,0
New South Wales,tonnes,Maize,1925,106900,hectares,59300
Victoria,tonnes,Maize,1925,22700,hectares,9400
Queensland,tonnes,Maize,1925,86000,hectares,62400
South Australia,tonnes,Maize,1925,0,hectares,0
Western Australia,tonnes,Maize,1925,0,hectares,0
Tasmania,tonnes,Maize,1925,0,hectares,0
Northern Territory,tonnes,Maize,1925,0,hectares,0
Australian Capital Territory,tonnes,Maize,1925,0,hectares,0
New South Wales,tonnes,Oats,1925,45600,hectares,50000
Victoria,tonnes,Oats,1925,173700,hectares,209300
Queensland,tonnes,Oats,1925,1200,hectares,1600
South Australia,tonnes,Oats,1925,35100,hectares,62800
Western Australia,tonnes,Oats,1925,76800,hectares,129100
Tasmania,tonnes,Oats,1925,19400,hectares,18700
Northern Territory,tonnes,Oats,1925,0,hectares,0
Australian Capital Territory,tonnes,Oats,1925,0,hectares,0
New South Wales,tonnes,Wheat,1925,1626600,hectares,1436700
Victoria,tonnes,Wheat,1925,1289100,hectares,1094800
Queensland,tonnes,Wheat,1925,75600,hectares,76500
South Australia,tonnes,Wheat,1925,830400,hectares,1011700
Western Australia,tonnes,Wheat,1925,649700,hectares,755800
Tasmania,tonnes,Wheat,1925,6300,hectares,5200
Northern Territory,tonnes,Wheat,1925,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1925,0,hectares,0
New South Wales,tonnes,Potatoes,1925,58200,hectares,9500
Victoria,tonnes,Potatoes,1925,141300,hectares,24800
Queensland,tonnes,Potatoes,1925,20600,hectares,3800
South Australia,tonnes,Potatoes,1925,12400,hectares,1300
Western Australia,tonnes,Potatoes,1925,20200,hectares,2100
Tasmania,tonnes,Potatoes,1925,84700,hectares,14600
Northern Territory,tonnes,Potatoes,1925,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1925,0,hectares,0
New South Wales,tonnes,Barley,1926,2400,hectares,2700
Victoria,tonnes,Barley,1926,40300,hectares,41800
Queensland,tonnes,Barley,1926,2100,hectares,2800
South Australia,tonnes,Barley,1926,93900,hectares,96900
Western Australia,tonnes,Barley,1926,3600,hectares,5400
Tasmania,tonnes,Barley,1926,2100,hectares,2100
Northern Territory,tonnes,Barley,1926,0,hectares,0
Australian Capital Territory,tonnes,Barley,1926,0,hectares,0
New South Wales,tonnes,Maize,1926,83300,hectares,48900
Victoria,tonnes,Maize,1926,19500,hectares,8900
Queensland,tonnes,Maize,1926,67500,hectares,55700
South Australia,tonnes,Maize,1926,0,hectares,0
Western Australia,tonnes,Maize,1926,0,hectares,0
Tasmania,tonnes,Maize,1926,0,hectares,0
Northern Territory,tonnes,Maize,1926,0,hectares,0
Australian Capital Territory,tonnes,Maize,1926,0,hectares,0
New South Wales,tonnes,Oats,1926,29300,hectares,40900
Victoria,tonnes,Oats,1926,90700,hectares,177100
Queensland,tonnes,Oats,1926,300,hectares,500
South Australia,tonnes,Oats,1926,32700,hectares,64000
Western Australia,tonnes,Oats,1926,53200,hectares,112600
Tasmania,tonnes,Oats,1926,15200,hectares,14900
Northern Territory,tonnes,Oats,1926,0,hectares,0
Australian Capital Territory,tonnes,Oats,1926,0,hectares,0
New South Wales,tonnes,Wheat,1926,920000,hectares,1183700
Victoria,tonnes,Wheat,1926,796200,hectares,1017200
Queensland,tonnes,Wheat,1926,53700,hectares,67200
South Australia,tonnes,Wheat,1926,778000,hectares,997800
Western Australia,tonnes,Wheat,1926,556800,hectares,854700
Tasmania,tonnes,Wheat,1926,10700,hectares,7700
Northern Territory,tonnes,Wheat,1926,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1926,0,hectares,0
New South Wales,tonnes,Potatoes,1926,43800,hectares,9200
Victoria,tonnes,Potatoes,1926,163300,hectares,25600
Queensland,tonnes,Potatoes,1926,15600,hectares,4200
South Australia,tonnes,Potatoes,1926,10900,hectares,1200
Western Australia,tonnes,Potatoes,1926,16300,hectares,1700
Tasmania,tonnes,Potatoes,1926,68400,hectares,13400
Northern Territory,tonnes,Potatoes,1926,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1926,0,hectares,0
New South Wales,tonnes,Barley,1927,2300,hectares,2300
Victoria,tonnes,Barley,1927,43600,hectares,36000
Queensland,tonnes,Barley,1927,0,hectares,200
South Australia,tonnes,Barley,1927,105100,hectares,103800
Western Australia,tonnes,Barley,1927,2900,hectares,5600
Tasmania,tonnes,Barley,1927,3400,hectares,2300
Northern Territory,tonnes,Barley,1927,0,hectares,0
Australian Capital Territory,tonnes,Barley,1927,0,hectares,0
New South Wales,tonnes,Maize,1927,91400,hectares,52000
Victoria,tonnes,Maize,1927,17400,hectares,8100
Queensland,tonnes,Maize,1927,170300,hectares,94700
South Australia,tonnes,Maize,1927,0,hectares,0
Western Australia,tonnes,Maize,1927,0,hectares,0
Tasmania,tonnes,Maize,1927,0,hectares,0
Northern Territory,tonnes,Maize,1927,0,hectares,0
Australian Capital Territory,tonnes,Maize,1927,0,hectares,0
New South Wales,tonnes,Oats,1927,34500,hectares,42500
Victoria,tonnes,Oats,1927,88600,hectares,122800
Queensland,tonnes,Oats,1927,0,hectares,100
South Australia,tonnes,Oats,1927,31000,hectares,61600
Western Australia,tonnes,Oats,1927,49200,hectares,95000
Tasmania,tonnes,Oats,1927,24700,hectares,19600
Northern Territory,tonnes,Oats,1927,0,hectares,0
Australian Capital Territory,tonnes,Oats,1927,0,hectares,0
New South Wales,tonnes,Wheat,1927,1293900,hectares,1356800
Victoria,tonnes,Wheat,1927,1276000,hectares,1179800
Queensland,tonnes,Wheat,1927,10300,hectares,23100
South Australia,tonnes,Wheat,1927,967200,hectares,1120400
Western Australia,tonnes,Wheat,1927,845100,hectares,1040500
Tasmania,tonnes,Wheat,1927,14500,hectares,9400
Northern Territory,tonnes,Wheat,1927,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1927,0,hectares,0
New South Wales,tonnes,Potatoes,1927,54100,hectares,8900
Victoria,tonnes,Potatoes,1927,165500,hectares,26800
Queensland,tonnes,Potatoes,1927,9900,hectares,3500
South Australia,tonnes,Potatoes,1927,15600,hectares,1400
Western Australia,tonnes,Potatoes,1927,18000,hectares,2100
Tasmania,tonnes,Potatoes,1927,115900,hectares,13800
Northern Territory,tonnes,Potatoes,1927,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1927,0,hectares,0
New South Wales,tonnes,Barley,1928,1500,hectares,2300
Victoria,tonnes,Barley,1928,35200,hectares,31100
Queensland,tonnes,Barley,1928,1600,hectares,1300
South Australia,tonnes,Barley,1928,68100,hectares,88800
Western Australia,tonnes,Barley,1928,2900,hectares,4900
Tasmania,tonnes,Barley,1928,3200,hectares,2100
Northern Territory,tonnes,Barley,1928,0,hectares,0
Australian Capital Territory,tonnes,Barley,1928,0,hectares,0
New South Wales,tonnes,Maize,1928,99800,hectares,60200
Victoria,tonnes,Maize,1928,19200,hectares,7100
Queensland,tonnes,Maize,1928,130500,hectares,77800
South Australia,tonnes,Maize,1928,0,hectares,0
Western Australia,tonnes,Maize,1928,0,hectares,0
Tasmania,tonnes,Maize,1928,0,hectares,0
Northern Territory,tonnes,Maize,1928,0,hectares,0
Australian Capital Territory,tonnes,Maize,1928,0,hectares,0
New South Wales,tonnes,Oats,1928,30000,hectares,46500
Victoria,tonnes,Oats,1928,85000,hectares,214200
Queensland,tonnes,Oats,1928,800,hectares,900
South Australia,tonnes,Oats,1928,25000,hectares,79700
Western Australia,tonnes,Oats,1928,52900,hectares,95300
Tasmania,tonnes,Oats,1928,25500,hectares,17400
Northern Territory,tonnes,Oats,1928,0,hectares,0
Australian Capital Territory,tonnes,Oats,1928,0,hectares,0
New South Wales,tonnes,Wheat,1928,736000,hectares,1226200
Victoria,tonnes,Wheat,1928,712000,hectares,1240000
Queensland,tonnes,Wheat,1928,102900,hectares,87000
South Australia,tonnes,Wheat,1928,654600,hectares,1190400
Western Australia,tonnes,Wheat,1928,989300,hectares,1213500
Tasmania,tonnes,Wheat,1928,20900,hectares,8500
Northern Territory,tonnes,Wheat,1928,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1928,0,hectares,0
New South Wales,tonnes,Potatoes,1928,48200,hectares,8700
Victoria,tonnes,Potatoes,1928,234000,hectares,31400
Queensland,tonnes,Potatoes,1928,19200,hectares,4100
South Australia,tonnes,Potatoes,1928,18000,hectares,1700
Western Australia,tonnes,Potatoes,1928,17000,hectares,2100
Tasmania,tonnes,Potatoes,1928,141100,hectares,18000
Northern Territory,tonnes,Potatoes,1928,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1928,0,hectares,0
New South Wales,tonnes,Barley,1929,1800,hectares,2000
Victoria,tonnes,Barley,1929,35300,hectares,30500
Queensland,tonnes,Barley,1929,2400,hectares,3100
South Australia,tonnes,Barley,1929,104100,hectares,100100
Western Australia,tonnes,Barley,1929,4300,hectares,5800
Tasmania,tonnes,Barley,1929,2300,hectares,1900
Northern Territory,tonnes,Barley,1929,0,hectares,0
Australian Capital Territory,tonnes,Barley,1929,0,hectares,0
New South Wales,tonnes,Maize,1929,63700,hectares,43200
Victoria,tonnes,Maize,1929,17300,hectares,6500
Queensland,tonnes,Maize,1929,111200,hectares,69500
South Australia,tonnes,Maize,1929,0,hectares,0
Western Australia,tonnes,Maize,1929,0,hectares,0
Tasmania,tonnes,Maize,1929,0,hectares,0
Northern Territory,tonnes,Maize,1929,0,hectares,0
Australian Capital Territory,tonnes,Maize,1929,0,hectares,0
New South Wales,tonnes,Oats,1929,39600,hectares,51300
Victoria,tonnes,Oats,1929,101600,hectares,140400
Queensland,tonnes,Oats,1929,200,hectares,400
South Australia,tonnes,Oats,1929,31500,hectares,83900
Western Australia,tonnes,Oats,1929,64300,hectares,131900
Tasmania,tonnes,Oats,1929,18400,hectares,15200
Northern Territory,tonnes,Oats,1929,0,hectares,0
Australian Capital Territory,tonnes,Oats,1929,0,hectares,0
New South Wales,tonnes,Wheat,1929,1340600,hectares,1655200
Victoria,tonnes,Wheat,1929,1274200,hectares,1505000
Queensland,tonnes,Wheat,1929,68400,hectares,88300
South Australia,tonnes,Wheat,1929,729700,hectares,1394400
Western Australia,tonnes,Wheat,1929,919100,hectares,1353100
Tasmania,tonnes,Wheat,1929,12300,hectares,9100
Northern Territory,tonnes,Wheat,1929,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1929,0,hectares,0
New South Wales,tonnes,Potatoes,1929,26800,hectares,6000
Victoria,tonnes,Potatoes,1929,142400,hectares,27700
Queensland,tonnes,Potatoes,1929,9800,hectares,3300
South Australia,tonnes,Potatoes,1929,14100,hectares,1800
Western Australia,tonnes,Potatoes,1929,19100,hectares,2000
Tasmania,tonnes,Potatoes,1929,76400,hectares,15100
Northern Territory,tonnes,Potatoes,1929,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1929,0,hectares,0
New South Wales,tonnes,Barley,1930,2600,hectares,3200
Victoria,tonnes,Barley,1930,49500,hectares,39500
Queensland,tonnes,Barley,1930,4700,hectares,3900
South Australia,tonnes,Barley,1930,105700,hectares,123600
Western Australia,tonnes,Barley,1930,5900,hectares,9600
Tasmania,tonnes,Barley,1930,3800,hectares,2800
Northern Territory,tonnes,Barley,1930,0,hectares,0
Australian Capital Territory,tonnes,Barley,1930,0,hectares,0
New South Wales,tonnes,Maize,1930,77100,hectares,43800
Victoria,tonnes,Maize,1930,13600,hectares,7100
Queensland,tonnes,Maize,1930,116000,hectares,69700
South Australia,tonnes,Maize,1930,0,hectares,0
Western Australia,tonnes,Maize,1930,0,hectares,0
Tasmania,tonnes,Maize,1930,0,hectares,0
Northern Territory,tonnes,Maize,1930,0,hectares,0
Australian Capital Territory,tonnes,Maize,1930,0,hectares,0
New South Wales,tonnes,Oats,1930,45900,hectares,73400
Victoria,tonnes,Oats,1930,91800,hectares,255000
Queensland,tonnes,Oats,1930,700,hectares,800
South Australia,tonnes,Oats,1930,28300,hectares,112500
Western Australia,tonnes,Oats,1930,73500,hectares,155900
Tasmania,tonnes,Oats,1930,21400,hectares,15800
Northern Territory,tonnes,Oats,1930,0,hectares,0
Australian Capital Territory,tonnes,Oats,1930,0,hectares,0
New South Wales,tonnes,Wheat,1930,936400,hectares,1608200
Victoria,tonnes,Wheat,1930,691600,hectares,1443200
Queensland,tonnes,Wheat,1930,115200,hectares,82600
South Australia,tonnes,Wheat,1930,635000,hectares,1475400
Western Australia,tonnes,Wheat,1930,1063000,hectares,1444000
Tasmania,tonnes,Wheat,1930,10200,hectares,6800
Northern Territory,tonnes,Wheat,1930,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1930,0,hectares,0
New South Wales,tonnes,Potatoes,1930,24300,hectares,5200
Victoria,tonnes,Potatoes,1930,174500,hectares,23800
Queensland,tonnes,Potatoes,1930,13400,hectares,3300
South Australia,tonnes,Potatoes,1930,15200,hectares,1800
Western Australia,tonnes,Potatoes,1930,28000,hectares,2400
Tasmania,tonnes,Potatoes,1930,92600,hectares,13600
Northern Territory,tonnes,Potatoes,1930,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1930,0,hectares,0
New South Wales,tonnes,Barley,1931,4300,hectares,4700
Victoria,tonnes,Barley,1931,45000,hectares,35400
Queensland,tonnes,Barley,1931,3900,hectares,3400
South Australia,tonnes,Barley,1931,89900,hectares,102000
Western Australia,tonnes,Barley,1931,4200,hectares,7000
Tasmania,tonnes,Barley,1931,3800,hectares,2500
Northern Territory,tonnes,Barley,1931,0,hectares,0
Australian Capital Territory,tonnes,Barley,1931,0,hectares,0
New South Wales,tonnes,Maize,1931,70300,hectares,42500
Victoria,tonnes,Maize,1931,17600,hectares,6600
Queensland,tonnes,Maize,1931,96000,hectares,59800
South Australia,tonnes,Maize,1931,0,hectares,0
Western Australia,tonnes,Maize,1931,0,hectares,0
Tasmania,tonnes,Maize,1931,0,hectares,0
Northern Territory,tonnes,Maize,1931,0,hectares,0
Australian Capital Territory,tonnes,Maize,1931,0,hectares,0
New South Wales,tonnes,Oats,1931,58800,hectares,71500
Victoria,tonnes,Oats,1931,125100,hectares,150100
Queensland,tonnes,Oats,1931,1700,hectares,2100
South Australia,tonnes,Oats,1931,37700,hectares,88400
Western Australia,tonnes,Oats,1931,59600,hectares,111200
Tasmania,tonnes,Oats,1931,19100,hectares,14500
Northern Territory,tonnes,Oats,1931,0,hectares,0
Australian Capital Territory,tonnes,Oats,1931,0,hectares,0
New South Wales,tonnes,Wheat,1931,1792900,hectares,2078000
Victoria,tonnes,Wheat,1931,1464600,hectares,1861600
Queensland,tonnes,Wheat,1931,138900,hectares,110200
South Australia,tonnes,Wheat,1931,948500,hectares,1691800
Western Australia,tonnes,Wheat,1931,1455300,hectares,1600900
Tasmania,tonnes,Wheat,1931,10600,hectares,7800
Northern Territory,tonnes,Wheat,1931,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1931,0,hectares,0
New South Wales,tonnes,Potatoes,1931,32800,hectares,6200
Victoria,tonnes,Potatoes,1931,176100,hectares,27400
Queensland,tonnes,Potatoes,1931,18800,hectares,4200
South Australia,tonnes,Potatoes,1931,19300,hectares,2000
Western Australia,tonnes,Potatoes,1931,26700,hectares,2600
Tasmania,tonnes,Potatoes,1931,96800,hectares,15100
Northern Territory,tonnes,Potatoes,1931,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1931,0,hectares,0
New South Wales,tonnes,Barley,1932,3100,hectares,3400
Victoria,tonnes,Barley,1932,28500,hectares,26900
Queensland,tonnes,Barley,1932,800,hectares,900
South Australia,tonnes,Barley,1932,103800,hectares,98100
Western Australia,tonnes,Barley,1932,3700,hectares,5900
Tasmania,tonnes,Barley,1932,2700,hectares,3400
Northern Territory,tonnes,Barley,1932,0,hectares,0
Australian Capital Territory,tonnes,Barley,1932,0,hectares,0
New South Wales,tonnes,Maize,1932,67800,hectares,42900
Victoria,tonnes,Maize,1932,15500,hectares,6400
Queensland,tonnes,Maize,1932,42000,hectares,39900
South Australia,tonnes,Maize,1932,0,hectares,0
Western Australia,tonnes,Maize,1932,0,hectares,0
Tasmania,tonnes,Maize,1932,0,hectares,0
Northern Territory,tonnes,Maize,1932,0,hectares,0
Australian Capital Territory,tonnes,Maize,1932,0,hectares,0
New South Wales,tonnes,Oats,1932,45800,hectares,61400
Victoria,tonnes,Oats,1932,117000,hectares,177900
Queensland,tonnes,Oats,1932,400,hectares,600
South Australia,tonnes,Oats,1932,41400,hectares,83600
Western Australia,tonnes,Oats,1932,64200,hectares,108400
Tasmania,tonnes,Oats,1932,6500,hectares,7500
Northern Territory,tonnes,Oats,1932,0,hectares,0
Australian Capital Territory,tonnes,Oats,1932,0,hectares,0
New South Wales,tonnes,Wheat,1932,1495900,hectares,1490400
Victoria,tonnes,Wheat,1932,1141900,hectares,1443100
Queensland,tonnes,Wheat,1932,105100,hectares,100700
South Australia,tonnes,Wheat,1932,1308100,hectares,1647700
Western Australia,tonnes,Wheat,1932,1129400,hectares,1278400
Tasmania,tonnes,Wheat,1932,4900,hectares,4700
Northern Territory,tonnes,Wheat,1932,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1932,0,hectares,0
New South Wales,tonnes,Potatoes,1932,34300,hectares,7100
Victoria,tonnes,Potatoes,1932,209800,hectares,28300
Queensland,tonnes,Potatoes,1932,17500,hectares,4200
South Australia,tonnes,Potatoes,1932,24400,hectares,2400
Western Australia,tonnes,Potatoes,1932,20600,hectares,2000
Tasmania,tonnes,Potatoes,1932,96900,hectares,14700
Northern Territory,tonnes,Potatoes,1932,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1932,0,hectares,0
New South Wales,tonnes,Barley,1933,3500,hectares,3100
Victoria,tonnes,Barley,1933,45300,hectares,37900
Queensland,tonnes,Barley,1933,2300,hectares,1900
South Australia,tonnes,Barley,1933,137800,hectares,127200
Western Australia,tonnes,Barley,1933,3100,hectares,5600
Tasmania,tonnes,Barley,1933,4800,hectares,3500
Northern Territory,tonnes,Barley,1933,0,hectares,0
Australian Capital Territory,tonnes,Barley,1933,0,hectares,0
New South Wales,tonnes,Maize,1933,74600,hectares,45900
Victoria,tonnes,Maize,1933,12100,hectares,6600
Queensland,tonnes,Maize,1933,94400,hectares,67600
