Region label,Unit of measure_x,Commodity,Year,Value,Unit of measure_y,Hectares
Northern Territory,tonnes,Wheat,1971,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1971,0,hectares,0
New South Wales,tonnes,Potatoes,1971,145700,hectares,8900
Victoria,tonnes,Potatoes,1971,303900,hectares,14200
Queensland,tonnes,Potatoes,1971,110400,hectares,6400
South Australia,tonnes,Potatoes,1971,72600,hectares,2900
Western Australia,tonnes,Potatoes,1971,69200,hectares,2500
Tasmania,tonnes,Potatoes,1971,72600,hectares,3600
Northern Territory,tonnes,Potatoes,1971,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1971,0,hectares,0
New South Wales,tonnes,Barley,1972,347000,hectares,373400
Victoria,tonnes,Barley,1972,390900,hectares,295800
Queensland,tonnes,Barley,1972,248700,hectares,158600
South Australia,tonnes,Barley,1972,1046800,hectares,783700
Western Australia,tonnes,Barley,1972,1000400,hectares,911300
Tasmania,tonnes,Barley,1972,27800,hectares,12600
Northern Territory,tonnes,Barley,1972,0,hectares,0
Australian Capital Territory,tonnes,Barley,1972,0,hectares,0
New South Wales,tonnes,Maize,1972,114400,hectares,33200
Victoria,tonnes,Maize,1972,1900,hectares,400
Queensland,tonnes,Maize,1972,97500,hectares,44500
South Australia,tonnes,Maize,1972,0,hectares,0
Western Australia,tonnes,Maize,1972,0,hectares,0
Tasmania,tonnes,Maize,1972,0,hectares,0
Northern Territory,tonnes,Maize,1972,0,hectares,0
Australian Capital Territory,tonnes,Maize,1972,0,hectares,0
New South Wales,tonnes,Oats,1972,221200,hectares,261300
Victoria,tonnes,Oats,1972,449400,hectares,329500
Queensland,tonnes,Oats,1972,17600,hectares,20600
South Australia,tonnes,Oats,1972,165800,hectares,168900
Western Australia,tonnes,Oats,1972,413900,hectares,453900
Tasmania,tonnes,Oats,1972,7100,hectares,6400
Northern Territory,tonnes,Oats,1972,0,hectares,0
Australian Capital Territory,tonnes,Oats,1972,0,hectares,0
New South Wales,tonnes,Wheat,1972,2409800,hectares,2426300
Victoria,tonnes,Wheat,1972,1797300,hectares,1040200
Queensland,tonnes,Wheat,1972,721800,hectares,556000
South Australia,tonnes,Wheat,1972,1406100,hectares,1068600
Western Australia,tonnes,Wheat,1972,2165100,hectares,2041900
Tasmania,tonnes,Wheat,1972,8300,hectares,4600
Northern Territory,tonnes,Wheat,1972,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1972,0,hectares,0
New South Wales,tonnes,Potatoes,1972,171800,hectares,10000
Victoria,tonnes,Potatoes,1972,306700,hectares,14000
Queensland,tonnes,Potatoes,1972,132600,hectares,7400
South Australia,tonnes,Potatoes,1972,71700,hectares,2800
Western Australia,tonnes,Potatoes,1972,68400,hectares,2700
Tasmania,tonnes,Potatoes,1972,70400,hectares,3600
Northern Territory,tonnes,Potatoes,1972,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1972,0,hectares,0
New South Wales,tonnes,Barley,1973,265900,hectares,335800
Victoria,tonnes,Barley,1973,213600,hectares,277100
Queensland,tonnes,Barley,1973,79900,hectares,77900
South Australia,tonnes,Barley,1973,508700,hectares,692100
Western Australia,tonnes,Barley,1973,640400,hectares,744100
Tasmania,tonnes,Barley,1973,18700,hectares,12800
Northern Territory,tonnes,Barley,1973,0,hectares,0
Australian Capital Territory,tonnes,Barley,1973,0,hectares,0
New South Wales,tonnes,Maize,1973,67300,hectares,23900
Victoria,tonnes,Maize,1973,1500,hectares,500
Queensland,tonnes,Maize,1973,70000,hectares,34900
South Australia,tonnes,Maize,1973,0,hectares,0
Western Australia,tonnes,Maize,1973,0,hectares,0
Tasmania,tonnes,Maize,1973,0,hectares,0
Northern Territory,tonnes,Maize,1973,0,hectares,0
Australian Capital Territory,tonnes,Maize,1973,0,hectares,0
New South Wales,tonnes,Oats,1973,196500,hectares,285200
Victoria,tonnes,Oats,1973,238200,hectares,254700
Queensland,tonnes,Oats,1973,8200,hectares,10400
South Australia,tonnes,Oats,1973,74300,hectares,141500
Western Australia,tonnes,Oats,1973,212000,hectares,296700
Tasmania,tonnes,Oats,1973,7100,hectares,6500
Northern Territory,tonnes,Oats,1973,0,hectares,0
Australian Capital Territory,tonnes,Oats,1973,0,hectares,0
New South Wales,tonnes,Wheat,1973,1954100,hectares,2618100
Victoria,tonnes,Wheat,1973,1249300,hectares,1087400
Queensland,tonnes,Wheat,1973,404900,hectares,470600
South Australia,tonnes,Wheat,1973,815000,hectares,986100
Western Australia,tonnes,Wheat,1973,2003000,hectares,2437400
Tasmania,tonnes,Wheat,1973,7700,hectares,4300
Northern Territory,tonnes,Wheat,1973,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1973,0,hectares,0
New South Wales,tonnes,Potatoes,1973,130300,hectares,9100
Victoria,tonnes,Potatoes,1973,287000,hectares,13100
Queensland,tonnes,Potatoes,1973,92200,hectares,6000
South Australia,tonnes,Potatoes,1973,69500,hectares,2700
Western Australia,tonnes,Potatoes,1973,63300,hectares,2400
Tasmania,tonnes,Potatoes,1973,78300,hectares,3300
Northern Territory,tonnes,Potatoes,1973,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1973,0,hectares,0
New South Wales,tonnes,Barley,1974,448100,hectares,385700
Victoria,tonnes,Barley,1974,285400,hectares,221800
Queensland,tonnes,Barley,1974,221100,hectares,138900
South Australia,tonnes,Barley,1974,793000,hectares,627300
Western Australia,tonnes,Barley,1974,626200,hectares,509800
Tasmania,tonnes,Barley,1974,23800,hectares,11100
Northern Territory,tonnes,Barley,1974,0,hectares,0
Australian Capital Territory,tonnes,Barley,1974,0,hectares,0
New South Wales,tonnes,Maize,1974,47900,hectares,18000
Victoria,tonnes,Maize,1974,1900,hectares,700
Queensland,tonnes,Maize,1974,56000,hectares,27000
South Australia,tonnes,Maize,1974,0,hectares,0
Western Australia,tonnes,Maize,1974,0,hectares,0
Tasmania,tonnes,Maize,1974,0,hectares,0
Northern Territory,tonnes,Maize,1974,0,hectares,0
Australian Capital Territory,tonnes,Maize,1974,0,hectares,0
New South Wales,tonnes,Oats,1974,327600,hectares,405000
Victoria,tonnes,Oats,1974,232700,hectares,271200
Queensland,tonnes,Oats,1974,13300,hectares,19600
South Australia,tonnes,Oats,1974,142300,hectares,152200
Western Australia,tonnes,Oats,1974,383100,hectares,324900
Tasmania,tonnes,Oats,1974,8200,hectares,9200
Northern Territory,tonnes,Oats,1974,0,hectares,0
Australian Capital Territory,tonnes,Oats,1974,0,hectares,0
New South Wales,tonnes,Wheat,1974,3961500,hectares,2883000
Victoria,tonnes,Wheat,1974,1405400,hectares,1257900
Queensland,tonnes,Wheat,1974,525900,hectares,394700
South Australia,tonnes,Wheat,1974,1795000,hectares,1431900
Western Australia,tonnes,Wheat,1974,4210800,hectares,2977900
Tasmania,tonnes,Wheat,1974,3500,hectares,2500
Northern Territory,tonnes,Wheat,1974,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1974,0,hectares,0
New South Wales,tonnes,Potatoes,1974,124600,hectares,8500
Victoria,tonnes,Potatoes,1974,254000,hectares,12500
Queensland,tonnes,Potatoes,1974,86500,hectares,5300
South Australia,tonnes,Potatoes,1974,60500,hectares,2500
Western Australia,tonnes,Potatoes,1974,60600,hectares,2200
Tasmania,tonnes,Potatoes,1974,62900,hectares,3100
Northern Territory,tonnes,Potatoes,1974,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1974,0,hectares,0
New South Wales,tonnes,Barley,1975,407600,hectares,326600
Victoria,tonnes,Barley,1975,319400,hectares,243000
Queensland,tonnes,Barley,1975,297300,hectares,156300
South Australia,tonnes,Barley,1975,1134500,hectares,700700
Western Australia,tonnes,Barley,1975,329100,hectares,387000
Tasmania,tonnes,Barley,1975,27300,hectares,12000
Northern Territory,tonnes,Barley,1975,0,hectares,0
Australian Capital Territory,tonnes,Barley,1975,0,hectares,0
New South Wales,tonnes,Maize,1975,59600,hectares,22200
Victoria,tonnes,Maize,1975,1900,hectares,500
Queensland,tonnes,Maize,1975,71800,hectares,28700
South Australia,tonnes,Maize,1975,0,hectares,0
Western Australia,tonnes,Maize,1975,0,hectares,0
Tasmania,tonnes,Maize,1975,0,hectares,0
Northern Territory,tonnes,Maize,1975,0,hectares,0
Australian Capital Territory,tonnes,Maize,1975,0,hectares,0
New South Wales,tonnes,Oats,1975,293100,hectares,269900
Victoria,tonnes,Oats,1975,186000,hectares,197800
Queensland,tonnes,Oats,1975,28500,hectares,25400
South Australia,tonnes,Oats,1975,111700,hectares,134900
Western Australia,tonnes,Oats,1975,249500,hectares,262300
Tasmania,tonnes,Oats,1975,5500,hectares,6100
Northern Territory,tonnes,Oats,1975,0,hectares,0
Australian Capital Territory,tonnes,Oats,1975,0,hectares,0
New South Wales,tonnes,Wheat,1975,3808700,hectares,2646300
Victoria,tonnes,Wheat,1975,2091300,hectares,1140700
Queensland,tonnes,Wheat,1975,692100,hectares,488500
South Australia,tonnes,Wheat,1975,1485600,hectares,1220400
Western Australia,tonnes,Wheat,1975,3277100,hectares,2809900
Tasmania,tonnes,Wheat,1975,2300,hectares,1500
Northern Territory,tonnes,Wheat,1975,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1975,0,hectares,0
New South Wales,tonnes,Potatoes,1975,117900,hectares,9300
Victoria,tonnes,Potatoes,1975,282500,hectares,13000
Queensland,tonnes,Potatoes,1975,107600,hectares,6100
South Australia,tonnes,Potatoes,1975,70800,hectares,2700
Western Australia,tonnes,Potatoes,1975,67500,hectares,2400
Tasmania,tonnes,Potatoes,1975,95600,hectares,4100
Northern Territory,tonnes,Potatoes,1975,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1975,0,hectares,0
New South Wales,tonnes,Barley,1976,697400,hectares,486000
Victoria,tonnes,Barley,1976,444600,hectares,344300
Queensland,tonnes,Barley,1976,419100,hectares,236200
South Australia,tonnes,Barley,1976,1094400,hectares,832000
Western Australia,tonnes,Barley,1976,505000,hectares,419000
Tasmania,tonnes,Barley,1976,18400,hectares,11500
Northern Territory,tonnes,Barley,1976,0,hectares,0
Australian Capital Territory,tonnes,Barley,1976,0,hectares,0
New South Wales,tonnes,Maize,1976,50600,hectares,17400
Victoria,tonnes,Maize,1976,2500,hectares,500
Queensland,tonnes,Maize,1976,78300,hectares,28700
South Australia,tonnes,Maize,1976,0,hectares,0
Western Australia,tonnes,Maize,1976,0,hectares,0
Tasmania,tonnes,Maize,1976,0,hectares,0
Northern Territory,tonnes,Maize,1976,0,hectares,0
Australian Capital Territory,tonnes,Maize,1976,0,hectares,0
New South Wales,tonnes,Oats,1976,349900,hectares,289600
Victoria,tonnes,Oats,1976,337200,hectares,281700
Queensland,tonnes,Oats,1976,13000,hectares,11900
South Australia,tonnes,Oats,1976,107300,hectares,119000
Western Australia,tonnes,Oats,1976,385700,hectares,319900
Tasmania,tonnes,Oats,1976,3500,hectares,3900
Northern Territory,tonnes,Oats,1976,0,hectares,0
Australian Capital Territory,tonnes,Oats,1976,0,hectares,0
New South Wales,tonnes,Wheat,1976,4310500,hectares,2774100
Victoria,tonnes,Wheat,1976,1578500,hectares,1073100
Queensland,tonnes,Wheat,1976,830000,hectares,576200
South Australia,tonnes,Wheat,1976,1139000,hectares,958500
Western Australia,tonnes,Wheat,1976,4122000,hectares,3171300
Tasmania,tonnes,Wheat,1976,1700,hectares,1600
Northern Territory,tonnes,Wheat,1976,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1976,0,hectares,0
New South Wales,tonnes,Potatoes,1976,117900,hectares,8300
Victoria,tonnes,Potatoes,1976,244500,hectares,10900
Queensland,tonnes,Potatoes,1976,99800,hectares,6000
South Australia,tonnes,Potatoes,1976,70700,hectares,2800
Western Australia,tonnes,Potatoes,1976,68000,hectares,2300
Tasmania,tonnes,Potatoes,1976,95600,hectares,3400
Northern Territory,tonnes,Potatoes,1976,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1976,0,hectares,0
New South Wales,tonnes,Barley,1977,571300,hectares,417100
Victoria,tonnes,Barley,1977,401800,hectares,366200
Queensland,tonnes,Barley,1977,407000,hectares,218300
South Australia,tonnes,Barley,1977,889100,hectares,855000
Western Australia,tonnes,Barley,1977,553100,hectares,452300
Tasmania,tonnes,Barley,1977,24600,hectares,11600
Northern Territory,tonnes,Barley,1977,0,hectares,0
Australian Capital Territory,tonnes,Barley,1977,0,hectares,0
New South Wales,tonnes,Maize,1977,65400,hectares,19700
Victoria,tonnes,Maize,1977,1700,hectares,400
Queensland,tonnes,Maize,1977,77000,hectares,32900
South Australia,tonnes,Maize,1977,0,hectares,0
Western Australia,tonnes,Maize,1977,0,hectares,0
Tasmania,tonnes,Maize,1977,0,hectares,0
Northern Territory,tonnes,Maize,1977,0,hectares,0
Australian Capital Territory,tonnes,Maize,1977,0,hectares,0
New South Wales,tonnes,Oats,1977,307100,hectares,249600
Victoria,tonnes,Oats,1977,309000,hectares,241300
Queensland,tonnes,Oats,1977,9100,hectares,9000
South Australia,tonnes,Oats,1977,90300,hectares,116700
Western Australia,tonnes,Oats,1977,347400,hectares,372300
Tasmania,tonnes,Oats,1977,8800,hectares,6400
Northern Territory,tonnes,Oats,1977,0,hectares,0
Australian Capital Territory,tonnes,Oats,1977,0,hectares,0
New South Wales,tonnes,Wheat,1977,5141000,hectares,3115800
Victoria,tonnes,Wheat,1977,1779600,hectares,1103100
Queensland,tonnes,Wheat,1977,794500,hectares,582000
South Australia,tonnes,Wheat,1977,831900,hectares,839100
Western Australia,tonnes,Wheat,1977,3248800,hectares,3313900
Tasmania,tonnes,Wheat,1977,3900,hectares,2000
Northern Territory,tonnes,Wheat,1977,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1977,0,hectares,0
New South Wales,tonnes,Potatoes,1977,111900,hectares,8400
Victoria,tonnes,Potatoes,1977,243600,hectares,9900
Queensland,tonnes,Potatoes,1977,106300,hectares,6300
South Australia,tonnes,Potatoes,1977,83400,hectares,3200
Western Australia,tonnes,Potatoes,1977,70900,hectares,2300
Tasmania,tonnes,Potatoes,1977,112300,hectares,3700
Northern Territory,tonnes,Potatoes,1977,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1977,0,hectares,0
New South Wales,tonnes,Barley,1978,446000,hectares,485600
Victoria,tonnes,Barley,1978,358600,hectares,418400
Queensland,tonnes,Barley,1978,216300,hectares,200200
South Australia,tonnes,Barley,1978,591800,hectares,1073000
Western Australia,tonnes,Barley,1978,751300,hectares,613600
Tasmania,tonnes,Barley,1978,19400,hectares,11400
Northern Territory,tonnes,Barley,1978,0,hectares,0
Australian Capital Territory,tonnes,Barley,1978,0,hectares,0
New South Wales,tonnes,Maize,1978,48400,hectares,16000
Victoria,tonnes,Maize,1978,1800,hectares,500
Queensland,tonnes,Maize,1978,79600,hectares,28700
South Australia,tonnes,Maize,1978,0,hectares,0
Western Australia,tonnes,Maize,1978,0,hectares,0
Tasmania,tonnes,Maize,1978,0,hectares,0
Northern Territory,tonnes,Maize,1978,0,hectares,0
Australian Capital Territory,tonnes,Maize,1978,0,hectares,0
New South Wales,tonnes,Oats,1978,241800,hectares,288400
Victoria,tonnes,Oats,1978,268500,hectares,228400
Queensland,tonnes,Oats,1978,4800,hectares,9600
South Australia,tonnes,Oats,1978,55400,hectares,130000
Western Australia,tonnes,Oats,1978,415600,hectares,415000
Tasmania,tonnes,Oats,1978,4300,hectares,4600
Northern Territory,tonnes,Oats,1978,0,hectares,0
Australian Capital Territory,tonnes,Oats,1978,0,hectares,0
New South Wales,tonnes,Wheat,1978,3846200,hectares,3377400
Victoria,tonnes,Wheat,1978,1496700,hectares,1270300
Queensland,tonnes,Wheat,1978,569200,hectares,606800
South Australia,tonnes,Wheat,1978,510800,hectares,1090000
Western Australia,tonnes,Wheat,1978,2945500,hectares,3608900
Tasmania,tonnes,Wheat,1978,1500,hectares,1300
Northern Territory,tonnes,Wheat,1978,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1978,0,hectares,0
New South Wales,tonnes,Potatoes,1978,114800,hectares,8700
Victoria,tonnes,Potatoes,1978,303400,hectares,12100
Queensland,tonnes,Potatoes,1978,103700,hectares,6000
South Australia,tonnes,Potatoes,1978,90300,hectares,3600
Western Australia,tonnes,Potatoes,1978,53300,hectares,2100
Tasmania,tonnes,Potatoes,1978,107200,hectares,3600
Northern Territory,tonnes,Potatoes,1978,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1978,0,hectares,0
New South Wales,tonnes,Barley,1979,675900,hectares,467600
Victoria,tonnes,Barley,1979,519100,hectares,365400
Queensland,tonnes,Barley,1979,583300,hectares,232500
South Australia,tonnes,Barley,1979,1422700,hectares,1091000
Western Australia,tonnes,Barley,1979,778400,hectares,616300
Tasmania,tonnes,Barley,1979,27000,hectares,11900
Northern Territory,tonnes,Barley,1979,0,hectares,0
Australian Capital Territory,tonnes,Barley,1979,0,hectares,0
New South Wales,tonnes,Maize,1979,55400,hectares,15200
Victoria,tonnes,Maize,1979,2000,hectares,500
Queensland,tonnes,Maize,1979,111100,hectares,34100
South Australia,tonnes,Maize,1979,0,hectares,0
Western Australia,tonnes,Maize,1979,0,hectares,0
Tasmania,tonnes,Maize,1979,0,hectares,0
Northern Territory,tonnes,Maize,1979,0,hectares,0
Australian Capital Territory,tonnes,Maize,1979,0,hectares,0
New South Wales,tonnes,Oats,1979,594300,hectares,431500
Victoria,tonnes,Oats,1979,446200,hectares,290800
Queensland,tonnes,Oats,1979,43200,hectares,30200
South Australia,tonnes,Oats,1979,176800,hectares,170500
Western Australia,tonnes,Oats,1979,490900,hectares,427500
Tasmania,tonnes,Oats,1979,11800,hectares,8600
Northern Territory,tonnes,Oats,1979,0,hectares,0
Australian Capital Territory,tonnes,Oats,1979,0,hectares,0
New South Wales,tonnes,Wheat,1979,6640400,hectares,3162100
Victoria,tonnes,Wheat,1979,2998500,hectares,1337400
Queensland,tonnes,Wheat,1979,1962200,hectares,747000
South Australia,tonnes,Wheat,1979,2085700,hectares,1295300
Western Australia,tonnes,Wheat,1979,4399500,hectares,3705600
Tasmania,tonnes,Wheat,1979,2900,hectares,1400
Northern Territory,tonnes,Wheat,1979,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1979,0,hectares,0
New South Wales,tonnes,Potatoes,1979,124200,hectares,8300
Victoria,tonnes,Potatoes,1979,279600,hectares,11300
Queensland,tonnes,Potatoes,1979,114500,hectares,5900
South Australia,tonnes,Potatoes,1979,89400,hectares,3600
Western Australia,tonnes,Potatoes,1979,62600,hectares,2000
Tasmania,tonnes,Potatoes,1979,124400,hectares,3600
Northern Territory,tonnes,Potatoes,1979,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1979,0,hectares,0
New South Wales,tonnes,Barley,1980,686300,hectares,445200
Victoria,tonnes,Barley,1980,494100,hectares,325400
Queensland,tonnes,Barley,1980,346500,hectares,194800
South Australia,tonnes,Barley,1980,1527500,hectares,984000
Western Australia,tonnes,Barley,1980,631600,hectares,522900
Tasmania,tonnes,Barley,1980,17300,hectares,10600
Northern Territory,tonnes,Barley,1980,0,hectares,0
Australian Capital Territory,tonnes,Barley,1980,0,hectares,0
New South Wales,tonnes,Maize,1980,49900,hectares,12100
Victoria,tonnes,Maize,1980,2900,hectares,600
Queensland,tonnes,Maize,1980,97900,hectares,41200
South Australia,tonnes,Maize,1980,0,hectares,0
Western Australia,tonnes,Maize,1980,0,hectares,0
Tasmania,tonnes,Maize,1980,0,hectares,0
Northern Territory,tonnes,Maize,1980,0,hectares,0
Australian Capital Territory,tonnes,Maize,1980,0,hectares,0
New South Wales,tonnes,Oats,1980,460700,hectares,348700
Victoria,tonnes,Oats,1980,390300,hectares,255700
Queensland,tonnes,Oats,1980,8700,hectares,12500
South Australia,tonnes,Oats,1980,144100,hectares,129000
Western Australia,tonnes,Oats,1980,399300,hectares,369600
Tasmania,tonnes,Oats,1980,7900,hectares,7500
Northern Territory,tonnes,Oats,1980,0,hectares,0
Australian Capital Territory,tonnes,Oats,1980,0,hectares,0
New South Wales,tonnes,Wheat,1980,6000000,hectares,3415000
Victoria,tonnes,Wheat,1980,3249600,hectares,1456900
Queensland,tonnes,Wheat,1980,846000,hectares,733300
South Australia,tonnes,Wheat,1980,2349600,hectares,1424200
Western Australia,tonnes,Wheat,1980,3739100,hectares,4120800
Tasmania,tonnes,Wheat,1980,3700,hectares,2000
Northern Territory,tonnes,Wheat,1980,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1980,0,hectares,0
New South Wales,tonnes,Potatoes,1980,102400,hectares,7400
Victoria,tonnes,Potatoes,1980,333600,hectares,13100
Queensland,tonnes,Potatoes,1980,127400,hectares,6500
South Australia,tonnes,Potatoes,1980,91500,hectares,3500
Western Australia,tonnes,Potatoes,1980,66200,hectares,2000
Tasmania,tonnes,Potatoes,1980,136200,hectares,4100
Northern Territory,tonnes,Potatoes,1980,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1980,0,hectares,0
New South Wales,tonnes,Barley,1981,413300,hectares,455500
Victoria,tonnes,Barley,1981,418000,hectares,302800
Queensland,tonnes,Barley,1981,170300,hectares,159700
South Australia,tonnes,Barley,1981,1158100,hectares,989000
Western Australia,tonnes,Barley,1981,504000,hectares,534800
Tasmania,tonnes,Barley,1981,18300,hectares,10100
Northern Territory,tonnes,Barley,1981,0,hectares,0
Australian Capital Territory,tonnes,Barley,1981,0,hectares,0
New South Wales,tonnes,Maize,1981,45500,hectares,13000
Victoria,tonnes,Maize,1981,3000,hectares,600
Queensland,tonnes,Maize,1981,123200,hectares,42600
South Australia,tonnes,Maize,1981,0,hectares,0
Western Australia,tonnes,Maize,1981,0,hectares,0
Tasmania,tonnes,Maize,1981,0,hectares,0
Northern Territory,tonnes,Maize,1981,0,hectares,0
Australian Capital Territory,tonnes,Maize,1981,0,hectares,0
New South Wales,tonnes,Oats,1981,309900,hectares,363300
Victoria,tonnes,Oats,1981,321700,hectares,218700
Queensland,tonnes,Oats,1981,5900,hectares,14300
South Australia,tonnes,Oats,1981,96100,hectares,105500
Western Australia,tonnes,Oats,1981,383600,hectares,382000
Tasmania,tonnes,Oats,1981,11100,hectares,8800
Northern Territory,tonnes,Oats,1981,0,hectares,0
Australian Capital Territory,tonnes,Oats,1981,0,hectares,0
New South Wales,tonnes,Wheat,1981,2865000,hectares,3345000
Victoria,tonnes,Wheat,1981,2538000,hectares,1431000
Queensland,tonnes,Wheat,1981,485300,hectares,727000
South Australia,tonnes,Wheat,1981,1650400,hectares,1445300
Western Australia,tonnes,Wheat,1981,3315200,hectares,4333100
Tasmania,tonnes,Wheat,1981,2500,hectares,1600
Northern Territory,tonnes,Wheat,1981,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1981,0,hectares,0
New South Wales,tonnes,Potatoes,1981,86500,hectares,6300
Victoria,tonnes,Potatoes,1981,349000,hectares,13700
Queensland,tonnes,Potatoes,1981,113300,hectares,5800
South Australia,tonnes,Potatoes,1981,96700,hectares,3800
Western Australia,tonnes,Potatoes,1981,64300,hectares,1900
Tasmania,tonnes,Potatoes,1981,156000,hectares,4300
Northern Territory,tonnes,Potatoes,1981,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1981,0,hectares,0
New South Wales,tonnes,Barley,1982,766400,hectares,540000
Victoria,tonnes,Barley,1982,459400,hectares,314900
Queensland,tonnes,Barley,1982,397500,hectares,206400
South Australia,tonnes,Barley,1982,1227100,hectares,1032000
Western Australia,tonnes,Barley,1982,576500,hectares,579600
Tasmania,tonnes,Barley,1982,23300,hectares,12100
Northern Territory,tonnes,Barley,1982,0,hectares,0
Australian Capital Territory,tonnes,Barley,1982,0,hectares,0
New South Wales,tonnes,Maize,1982,58500,hectares,12800
Victoria,tonnes,Maize,1982,2400,hectares,500
Queensland,tonnes,Maize,1982,150400,hectares,47500
South Australia,tonnes,Maize,1982,0,hectares,0
Western Australia,tonnes,Maize,1982,0,hectares,0
Tasmania,tonnes,Maize,1982,0,hectares,0
Northern Territory,tonnes,Maize,1982,0,hectares,0
Australian Capital Territory,tonnes,Maize,1982,0,hectares,0
New South Wales,tonnes,Oats,1982,741300,hectares,555700
Victoria,tonnes,Oats,1982,306000,hectares,245100
Queensland,tonnes,Oats,1982,16400,hectares,17800
South Australia,tonnes,Oats,1982,97900,hectares,127300
Western Australia,tonnes,Oats,1982,441800,hectares,432200
Tasmania,tonnes,Oats,1982,13400,hectares,9900
Northern Territory,tonnes,Oats,1982,0,hectares,0
Australian Capital Territory,tonnes,Oats,1982,0,hectares,0
New South Wales,tonnes,Wheat,1982,5910000,hectares,3600000
Victoria,tonnes,Wheat,1982,2466800,hectares,1321700
Queensland,tonnes,Wheat,1982,1482300,hectares,941100
South Australia,tonnes,Wheat,1982,1694700,hectares,1427500
Western Australia,tonnes,Wheat,1982,4803000,hectares,4593000
Tasmania,tonnes,Wheat,1982,2300,hectares,1300
Northern Territory,tonnes,Wheat,1982,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1982,0,hectares,0
New South Wales,tonnes,Potatoes,1982,107500,hectares,6200
Victoria,tonnes,Potatoes,1982,354200,hectares,13700
Queensland,tonnes,Potatoes,1982,128600,hectares,6100
South Australia,tonnes,Potatoes,1982,100200,hectares,3700
Western Australia,tonnes,Potatoes,1982,67300,hectares,2000
Tasmania,tonnes,Potatoes,1982,160800,hectares,4400
Northern Territory,tonnes,Potatoes,1982,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1982,0,hectares,0
New South Wales,tonnes,Barley,1983,189400,hectares,386600
Victoria,tonnes,Barley,1983,74600,hectares,278200
Queensland,tonnes,Barley,1983,268500,hectares,167000
South Australia,tonnes,Barley,1983,667500,hectares,1005000
Western Australia,tonnes,Barley,1983,716900,hectares,603300
Tasmania,tonnes,Barley,1983,21900,hectares,12400
Northern Territory,tonnes,Barley,1983,0,hectares,0
Australian Capital Territory,tonnes,Barley,1983,0,hectares,0
New South Wales,tonnes,Maize,1983,47700,hectares,12100
Victoria,tonnes,Maize,1983,2400,hectares,600
Queensland,tonnes,Maize,1983,87400,hectares,50900
South Australia,tonnes,Maize,1983,0,hectares,0
Western Australia,tonnes,Maize,1983,1400,hectares,500
Tasmania,tonnes,Maize,1983,0,hectares,0
Northern Territory,tonnes,Maize,1983,200,hectares,100
Australian Capital Territory,tonnes,Maize,1983,0,hectares,0
New South Wales,tonnes,Oats,1983,134900,hectares,394400
Victoria,tonnes,Oats,1983,97600,hectares,212900
Queensland,tonnes,Oats,1983,8600,hectares,11900
South Australia,tonnes,Oats,1983,64500,hectares,123600
Western Australia,tonnes,Oats,1983,533600,hectares,460900
Tasmania,tonnes,Oats,1983,8900,hectares,8000
Northern Territory,tonnes,Oats,1983,0,hectares,0
Australian Capital Territory,tonnes,Oats,1983,0,hectares,100
New South Wales,tonnes,Wheat,1983,1623200,hectares,3161700
Victoria,tonnes,Wheat,1983,422300,hectares,1326600
Queensland,tonnes,Wheat,1983,754400,hectares,767000
South Australia,tonnes,Wheat,1983,681200,hectares,1398000
Western Australia,tonnes,Wheat,1983,5322100,hectares,4865400
Tasmania,tonnes,Wheat,1983,1500,hectares,900
Northern Territory,tonnes,Wheat,1983,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1983,0,hectares,100
New South Wales,tonnes,Potatoes,1983,108800,hectares,7000
Victoria,tonnes,Potatoes,1983,287200,hectares,13500
Queensland,tonnes,Potatoes,1983,120200,hectares,6200
South Australia,tonnes,Potatoes,1983,95500,hectares,3800
Western Australia,tonnes,Potatoes,1983,69300,hectares,2000
Tasmania,tonnes,Potatoes,1983,173100,hectares,4700
Northern Territory,tonnes,Potatoes,1983,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1983,0,hectares,0
New South Wales,tonnes,Barley,1984,941100,hectares,554200
